,video_id,trending_date,publish_time,views,likes,dislikes,comment_count,comments_disabled,ratings_disabled,category_title,Country,duration_in_minutes,puplished_day,published_in_weekend
8900,UW_xEqCWrm0,2018-05-27,2018-05-25,572184,31841,621,3445,False,False,Music,DE,4,Friday,False
8901,yEXlNHrUNVs,2018-05-26,2018-05-25,24115,1741,75,589,False,False,Entertainment,DE,3,Friday,False
8902,BADgnV51P5E,2018-05-26,2018-05-25,30784,2150,56,271,False,False,Pets & Animals,RU,10,Friday,False
8903,PKuCid_SUHQ,2018-05-26,2018-05-25,440384,19969,310,1122,False,False,Entertainment,MX,5,Friday,False
8904,Ih5cUsMkOVU,2018-05-26,2018-05-25,871909,7398,672,1075,False,False,Entertainment,IN,20,Friday,False
8905,Vu403ZAEtxE,2018-05-27,2018-05-25,33078,1414,29,59,False,False,Music,DE,4,Friday,False
8906,xwK7bKMAJYI,2018-05-30,2018-05-25,2033311,76975,43131,12178,False,False,Entertainment,DE,4,Friday,False
8908,Q2-gw8Q16ew,2018-05-28,2018-05-25,247729,2465,237,735,False,False,News & Politics,KR,86,Friday,False
8909,Gx9whRXHdb8,2018-05-25,2018-05-25,160779,1538,37,265,False,False,Entertainment,MX,1,Friday,False
8910,70qndlGsQAs,2018-05-29,2018-05-25,1754744,34608,2219,9129,False,False,Music,CA,3,Friday,False
8911,Jea1pqJXCuc,2018-05-26,2018-05-25,399332,5938,167,799,False,False,People & Blogs,JP,2,Friday,False
8912,RGWuPTxVN8k,2018-05-27,2018-05-26,568752,7421,165,1851,False,False,Sports,FR,1,Saturday,True
8913,uWbGw28Baec,2018-05-27,2018-05-26,15765,228,24,64,False,False,News & Politics,MX,3,Saturday,True
8914,FJcVyKNl4KI,2018-05-28,2018-05-26,76849,7416,14174,1218,False,False,News & Politics,RU,61,Saturday,True
8915,2yFy0oWu4IU,2018-05-27,2018-05-26,52140,583,54,43,False,False,Film & Animation,MX,5,Saturday,True
8916,IvFifl2E2Xs,2018-05-27,2018-05-26,27277,3781,13,293,False,False,People & Blogs,DE,4,Saturday,True
8917,zCMm06-j9zM,2018-05-27,2018-05-26,47352,2734,79,546,False,False,Entertainment,MX,13,Saturday,True
8918,GO1KsQ_kuUs,2018-05-27,2018-05-26,56785,3638,54,211,False,False,News & Politics,MX,6,Saturday,True
8919,AsYqAjpAXKk,2018-05-27,2018-05-26,57220,504,123,98,False,False,Entertainment,JP,17,Saturday,True
8920,1pWfle60U08,2018-05-27,2018-05-26,66414,118,79,122,False,False,News & Politics,MX,1,Saturday,True
8921,aWv8o8I33lA,2018-05-29,2018-05-26,105454,6021,32,331,False,False,People & Blogs,KR,3,Saturday,True
8922,jTt6ncDm1MA,2018-05-27,2018-05-26,133520,1063,75,181,False,False,Entertainment,CA,27,Saturday,True
8923,XJ1S7jPPi08,2018-05-27,2018-05-26,56927,745,23,225,False,False,Entertainment,CA,81,Saturday,True
8924,sJCeKdi7xMM,2018-05-28,2018-05-26,450257,12665,1552,1574,False,False,People & Blogs,RU,8,Saturday,True
8925,cCfN6MZFm5E,2018-05-28,2018-05-26,1679778,62974,3118,15169,False,False,Entertainment,CA,9,Saturday,True
8926,GDtqJjuQYoc,2018-05-26,2018-05-26,180105,1866,51,666,False,False,Sports,CA,6,Saturday,True
8927,1eMH05yznCg,2018-05-27,2018-05-26,27598,3074,53,411,False,False,Education,FR,21,Saturday,True
8928,TSTFTkc3iDQ,2018-05-27,2018-05-26,77423,355,45,45,False,False,Entertainment,DE,18,Saturday,True
8929,qzsglfWSXIc,2018-05-28,2018-05-26,54377,4654,68,459,False,False,Entertainment,MX,17,Saturday,True
8930,rqThMMXuSuI,2018-05-27,2018-05-26,369920,3107,379,850,False,False,Entertainment,CA,38,Saturday,True
8931,CAgIM3h7mUw,2018-05-27,2018-05-26,15703,2578,28,307,False,False,Howto & Style,MX,8,Saturday,True
8932,UEXUuLA9NLM,2018-05-27,2018-05-26,26008,276,31,194,False,False,Gaming,JP,7,Saturday,True
8933,vlpdt1CDN6k,2018-05-28,2018-05-26,295689,8373,244,1184,False,False,Gaming,JP,7,Saturday,True
8934,Bzx2bFpNuK4,2018-05-27,2018-05-26,2010714,18823,2051,1161,False,False,Howto & Style,FR,20,Saturday,True
8935,m_z931Im8A8,2018-05-27,2018-05-26,54806,1199,57,88,False,False,Entertainment,DE,31,Saturday,True
8936,pr-8-AloDIQ,2018-05-28,2018-05-26,209475,1027,159,129,False,False,Entertainment,IN,58,Saturday,True
8937,_LuaHMMk-lg,2018-05-28,2018-05-26,120585,785,74,201,False,False,News & Politics,FR,2,Saturday,True
8938,b15FDJpAm30,2018-05-28,2018-05-26,90524,983,41,44,False,False,Music,DE,3,Saturday,True
8939,nlNCa7mVaVs,2018-05-27,2018-05-26,97898,9189,331,759,False,False,Entertainment,DE,13,Saturday,True
8940,MwI41ODjr6w,2018-05-27,2018-05-26,27563,1526,225,374,False,False,Entertainment,RU,9,Saturday,True
8941,tLCQJykXnKs,2018-05-28,2018-05-26,259169,4922,372,481,False,False,Science & Technology,RU,5,Saturday,True
8943,kKBZehLtjyw,2018-05-27,2018-05-26,43087,733,61,288,False,False,Entertainment,RU,78,Saturday,True
8944,Hm0m42XA8cs,2018-05-27,2018-05-26,29495,1624,103,201,False,False,Howto & Style,RU,14,Saturday,True
8945,xYJKGQlAp_g,2018-05-27,2018-05-26,63316,3008,75,923,False,False,Comedy,RU,25,Saturday,True
8946,2yJSd08JFJ8,2018-05-27,2018-05-26,53615,247,38,48,False,False,Entertainment,JP,7,Saturday,True
8948,tqdRIn5X_oM,2018-05-28,2018-05-26,334140,27826,2298,1604,False,False,Film & Animation,RU,12,Saturday,True
8949,4JC_FHihW80,2018-05-28,2018-05-26,43137,293,25,97,False,False,Sports,FR,1,Saturday,True
8950,EXsk2fpWuq0,2018-05-28,2018-05-26,315356,5876,183,2606,False,False,Entertainment,KR,11,Saturday,True
8951,seEYqRtNHe8,2018-05-28,2018-05-27,51007,3247,19,184,False,False,Entertainment,FR,11,Sunday,True
8952,5cOVzk_s1Tc,2018-05-28,2018-05-27,2929200,48683,5696,7095,False,False,Sports,FR,2,Sunday,True
8953,wopmgRAi_IY,2018-05-28,2018-05-27,20237,1553,17,45,False,False,Howto & Style,FR,6,Sunday,True
8954,xmGu7djKDwU,2018-05-28,2018-05-27,46971,254,36,20,False,False,Entertainment,FR,20,Sunday,True
8955,rCWmsWi7Kio,2018-05-28,2018-05-27,20191,864,71,237,False,False,People & Blogs,RU,31,Sunday,True
8956,RziHpvCDnK8,2018-05-29,2018-05-27,278053,1537,131,1425,False,False,People & Blogs,CA,36,Sunday,True
8957,Hlg2fSqzajo,2018-05-28,2018-05-27,39468,1268,31,381,False,False,Music,MX,11,Sunday,True
8958,opGeX5DKJvY,2018-05-28,2018-05-27,93985,6772,96,958,False,False,Entertainment,MX,2,Sunday,True
8959,6OcVhWT8Qoo,2018-05-28,2018-05-27,18821,578,12,102,False,False,Howto & Style,JP,10,Sunday,True
8960,uL8CR3J0wos,2018-05-28,2018-05-27,327988,7205,149,1130,False,False,Entertainment,JP,15,Sunday,True
8961,8xvw85QJEf0,2018-05-28,2018-05-27,50593,1860,12,309,False,False,Pets & Animals,JP,4,Sunday,True
8962,NjJ1uGz96eg,2018-05-29,2018-05-27,547592,10847,3348,3333,False,False,Entertainment,JP,3,Sunday,True
8963,q7X__GRlZWE,2018-05-28,2018-05-27,211270,1275,105,80,False,False,News & Politics,IN,5,Sunday,True
8964,BrxryYIZerM,2018-05-28,2018-05-27,607881,3613,262,2971,False,False,Entertainment,FR,3,Sunday,True
8965,b1A4uQJLSiA,2018-05-29,2018-05-27,355766,12514,281,3695,False,False,Music,CA,7,Sunday,True
8966,1A8RmZWuf8c,2018-05-29,2018-05-27,66876,2941,109,465,False,False,Education,IN,15,Sunday,True
8967,m-WHx3hOSJU,2018-05-28,2018-05-27,215323,804,93,697,False,False,Entertainment,JP,98,Sunday,True
8968,AK8fPb0Zt2E,2018-05-30,2018-05-27,1228606,80526,7354,5793,False,False,Entertainment,MX,13,Sunday,True
8969,8sUjpCFcmf0,2018-05-28,2018-05-27,25865,1841,34,926,False,False,News & Politics,FR,6,Sunday,True
8970,_ssyGpYHiiY,2018-05-28,2018-05-27,29454,3447,50,200,False,False,Howto & Style,FR,3,Sunday,True
8971,_5XYXyYEij8,2018-05-29,2018-05-27,147329,5228,1431,845,False,False,Music,RU,9,Sunday,True
8972,N8M0jhzjGB8,2018-05-29,2018-05-27,125505,7135,259,673,False,False,Entertainment,FR,11,Sunday,True
8973,0vjya4M6Asc,2018-05-27,2018-05-27,20571,2323,31,643,False,False,Music,RU,12,Sunday,True
8974,lpG2YAoa260,2018-05-29,2018-05-27,113245,2418,447,189,False,False,Entertainment,MX,5,Sunday,True
8976,RAOS3nP2oY0,2018-05-29,2018-05-27,56906,1633,84,222,False,False,Entertainment,IN,25,Sunday,True
8977,Q3gB5TgLp7g,2018-05-28,2018-05-27,119480,3004,42,247,False,False,Sports,FR,1,Sunday,True
8978,s_e0V7RofCE,2018-05-28,2018-05-27,15161,193,24,96,False,False,News & Politics,MX,6,Sunday,True
8979,v4u2LmYcivE,2018-05-28,2018-05-27,300597,2847,301,367,False,False,News & Politics,KR,76,Sunday,True
8980,cJuDJ2E8PlA,2018-05-28,2018-05-27,40691,334,42,45,False,False,Entertainment,RU,7,Sunday,True
8981,aHlXdFtoB1o,2018-05-28,2018-05-27,51873,145,93,30,False,False,People & Blogs,RU,1,Sunday,True
8982,LHJylBy2t9Y,2018-05-28,2018-05-27,28058,621,53,23,False,False,Science & Technology,JP,37,Sunday,True
8983,cseroHjs__E,2018-05-30,2018-05-27,746974,49041,3580,8738,False,False,News & Politics,IN,16,Sunday,True
8984,GYtwfdv4T9g,2018-05-28,2018-05-27,12765,409,29,31,False,False,People & Blogs,RU,5,Sunday,True
8985,eBoWt4ohRZs,2018-05-28,2018-05-27,80739,580,51,14,False,False,News & Politics,RU,101,Sunday,True
8986,vyPeOGp8vc8,2018-05-28,2018-05-27,108238,5004,1423,580,False,False,Howto & Style,RU,3,Sunday,True
8987,8o9bH_gPoFw,2018-05-28,2018-05-27,50693,244,34,49,False,False,Howto & Style,IN,12,Sunday,True
8988,fm-rKPg6bDw,2018-05-28,2018-05-27,74837,5842,61,192,False,False,Entertainment,DE,5,Sunday,True
8989,Sx2kI5qLn4o,2018-05-28,2018-05-27,122338,2390,80,256,False,False,News & Politics,RU,2,Sunday,True
8990,gEsWLcKsGgo,2018-05-28,2018-05-27,389833,10410,431,1660,False,False,People & Blogs,DE,19,Sunday,True
8991,J5aRUp9Lbxw,2018-05-28,2018-05-27,21210,1949,6,88,False,False,Pets & Animals,DE,4,Sunday,True
8992,1V1X6a2mNbk,2018-05-28,2018-05-27,27647,297,64,12,False,False,Howto & Style,JP,65,Sunday,True
8993,wlYEgwwSb4M,2018-05-30,2018-05-27,146992,899,49,54,False,False,Entertainment,IN,1,Sunday,True
8994,3-O7jslKoFY,2018-05-30,2018-05-28,19485,642,1,62,False,False,News & Politics,KR,2,Monday,False
8995,BPBqoAS0l2U,2018-05-29,2018-05-28,52634,822,31,207,False,False,Film & Animation,MX,7,Monday,False
8996,dUL_CM_5lbQ,2018-05-29,2018-05-28,185494,4237,214,1084,False,False,People & Blogs,FR,14,Monday,False
8997,GvnJI5Nr-7I,2018-05-29,2018-05-28,85916,0,0,145,False,True,News & Politics,IN,1,Monday,False
8998,MwOF47KT1FM,2018-05-29,2018-05-28,419566,12925,298,838,False,False,Autos & Vehicles,DE,20,Monday,False
9000,cgD7cXfTdK0,2018-05-30,2018-05-28,46233,764,22,88,False,False,Education,KR,15,Monday,False
9001,mtInfLxrCdw,2018-05-31,2018-05-28,368204,6485,342,323,False,False,Comedy,IN,4,Monday,False
9002,kB3hdjTV5II,2018-06-05,2018-05-28,108924,883,232,103,False,False,Film & Animation,FR,1,Monday,False
9003,dCUai3BK7ww,2018-05-29,2018-05-28,64372,995,105,63,False,False,Comedy,RU,35,Monday,False
9004,iHatgVmbCWw,2018-05-29,2018-05-28,49908,4913,115,1114,False,False,News & Politics,MX,19,Monday,False
9005,8D1fLSgvFnc,2018-06-02,2018-05-28,1308250,8514,834,932,False,False,Entertainment,IN,155,Monday,False
9006,muzsTfb-wlE,2018-06-02,2018-05-28,3166997,36929,4552,2736,False,False,Sports,IN,10,Monday,False
9007,m9g-Boceu4g,2018-05-29,2018-05-28,22918,1661,37,210,False,False,Howto & Style,RU,18,Monday,False
9008,IiBIeHWu-Vk,2018-05-30,2018-05-28,270814,1001,139,251,False,False,News & Politics,MX,5,Monday,False
9010,HVuekli_gxA,2018-05-30,2018-05-28,71455,2473,128,1123,False,False,Education,IN,10,Monday,False
9011,ffi7WcLz5sQ,2018-05-30,2018-05-28,223648,1369,598,753,False,False,News & Politics,IN,37,Monday,False
9012,FlEbEGTCLZw,2018-05-30,2018-05-28,245824,6227,1861,1298,False,False,Entertainment,IN,6,Monday,False
9013,gEKc3dgT1oE,2018-05-30,2018-05-28,68830,5089,101,558,False,False,Autos & Vehicles,MX,12,Monday,False
9014,bi1C0loFoUM,2018-05-29,2018-05-28,124072,807,92,110,False,False,Entertainment,CA,39,Monday,False
9015,IQFPzATt5-4,2018-05-29,2018-05-28,131481,7155,136,1197,False,False,News & Politics,MX,65,Monday,False
9016,8wz8OBcgsn8,2018-05-29,2018-05-28,175612,22800,1274,3771,False,False,News & Politics,RU,13,Monday,False
9017,ACbkeSUCbFs,2018-05-29,2018-05-28,24946,914,37,188,False,False,News & Politics,RU,115,Monday,False
9018,bJ2B4VYPbR4,2018-05-29,2018-05-28,246286,4615,179,1025,False,False,Entertainment,FR,12,Monday,False
9019,cBCurldzXBk,2018-05-30,2018-05-28,2054196,6229,291,1978,False,False,News & Politics,KR,1,Monday,False
9020,zuaXhno2YVM,2018-05-29,2018-05-28,24792,590,39,105,False,False,Howto & Style,JP,9,Monday,False
9021,7pHCktrxJu0,2018-05-30,2018-05-28,329040,1779,288,259,False,False,Music,IN,29,Monday,False
9022,FubxXK_etu4,2018-05-29,2018-05-28,52598,306,34,23,False,False,Film & Animation,RU,2,Monday,False
9023,xmJHUQJCZkM,2018-05-30,2018-05-28,172613,5298,98,6189,False,False,Gaming,KR,18,Monday,False
9025,_ADS9BHyHfM,2018-05-29,2018-05-28,78047,578,14,111,False,False,News & Politics,MX,1,Monday,False
9026,awsVrbK55hk,2018-05-30,2018-05-28,327956,3204,1034,626,False,False,Comedy,JP,6,Monday,False
9027,77G4cebkwcs,2018-05-30,2018-05-28,213673,6133,393,1394,False,False,Sports,DE,4,Monday,False
9028,nHRJxNx6Elk,2018-05-30,2018-05-28,404695,24555,869,1253,False,False,Entertainment,RU,9,Monday,False
9029,zD6H1UOiOHg,2018-05-29,2018-05-28,106175,3200,25,176,False,False,Entertainment,CA,1,Monday,False
9030,hwiNysvUMZE,2018-05-29,2018-05-28,94160,3917,142,475,False,False,News & Politics,KR,27,Monday,False
9031,xhfjOABEUVU,2018-05-29,2018-05-28,115497,890,83,346,False,False,News & Politics,FR,1,Monday,False
9032,VmhygSBnI6E,2018-05-29,2018-05-28,27958,504,30,83,False,False,Comedy,JP,15,Monday,False
9033,7nzOcflCh4s,2018-05-29,2018-05-28,39720,3305,48,129,False,False,Sports,MX,11,Monday,False
9034,hVhAxkRbe9c,2018-05-30,2018-05-28,252694,12382,948,1393,False,False,Music,FR,5,Monday,False
9035,zbqG2umhyLU,2018-05-29,2018-05-28,21559,571,18,176,False,False,Education,RU,37,Monday,False
9036,KOZmvuhIS9w,2018-05-29,2018-05-28,33524,814,79,360,False,False,Entertainment,MX,14,Monday,False
9037,ssT2pRI-fE4,2018-05-29,2018-05-28,42883,3948,50,740,False,False,News & Politics,MX,15,Monday,False
9038,AEbi_aSEZjk,2018-05-29,2018-05-28,13337,1298,5,97,False,False,Music,MX,2,Monday,False
9039,n-Px0Dq8NGU,2018-05-30,2018-05-29,196569,11823,224,1408,False,False,Education,FR,5,Tuesday,False
9040,w2D-ZOloy4o,2018-06-01,2018-05-29,1227755,59351,1390,3756,False,False,Sports,FR,18,Tuesday,False
9041,ye1yvkKnRsM,2018-05-31,2018-05-29,229713,4133,100,625,False,False,People & Blogs,KR,2,Tuesday,False
9043,_hNiOKOdbLI,2018-05-30,2018-05-29,89397,3441,63,302,False,False,Entertainment,DE,17,Tuesday,False
9044,sYqO3-nuHnw,2018-05-30,2018-05-29,15276,130,2,5,False,False,Entertainment,CA,5,Tuesday,False
9045,eZy_P1fK6uQ,2018-05-30,2018-05-29,286264,2608,222,771,False,False,Entertainment,DE,44,Tuesday,False
9046,0JtB55bs54c,2018-05-30,2018-05-29,15804,94,17,37,False,False,Entertainment,MX,6,Tuesday,False
9047,Qm5BEqBqLXo,2018-05-30,2018-05-29,18442,938,13,75,False,False,Pets & Animals,JP,4,Tuesday,False
9048,yz222S-ILo4,2018-05-30,2018-05-29,596801,42694,791,2505,False,False,Entertainment,CA,8,Tuesday,False
9049,8h4veVqUaKY,2018-05-30,2018-05-29,135134,1761,316,371,False,False,Entertainment,JP,6,Tuesday,False
9050,IpN_wAlYZSs,2018-06-14,2018-05-29,1921167,58740,1292,6149,False,False,Film & Animation,US,7,Tuesday,False
9052,uyLQhl4GAQ8,2018-05-30,2018-05-29,150602,0,0,1885,False,True,News & Politics,RU,11,Tuesday,False
9053,TY3cHmoQGdc,2018-05-30,2018-05-29,56313,1631,76,144,False,False,Entertainment,CA,6,Tuesday,False
9054,_4xySQnCGPE,2018-05-30,2018-05-29,29584,438,18,40,False,False,Entertainment,MX,8,Tuesday,False
9055,giZHH7wXPXY,2018-05-30,2018-05-29,188812,914,98,172,False,False,Entertainment,CA,16,Tuesday,False
9056,UiY6wr--0dE,2018-05-30,2018-05-29,34224,2210,25,267,False,False,Education,CA,6,Tuesday,False
9057,N5O4wzuJOr8,2018-05-30,2018-05-29,103814,975,119,161,False,False,People & Blogs,JP,8,Tuesday,False
9059,1ls1Xa6bIZQ,2018-05-30,2018-05-29,61323,4994,57,539,False,False,Howto & Style,CA,40,Tuesday,False
9060,Y4kgTHacMyA,2018-05-30,2018-05-29,21922,944,13,194,False,False,Sports,FR,28,Tuesday,False
9061,JRVavV1PQgs,2018-05-30,2018-05-29,29051,3164,53,413,False,False,Education,MX,13,Tuesday,False
9062,pSNrMQ4idBw,2018-05-30,2018-05-29,73451,4655,86,299,False,False,Science & Technology,RU,5,Tuesday,False
9063,T-PG3C6Jihk,2018-05-30,2018-05-29,58773,2871,46,224,False,False,News & Politics,KR,16,Tuesday,False
9064,KYLRBbSXmBM,2018-06-01,2018-05-29,1952263,21684,1898,2018,False,False,Howto & Style,IN,11,Tuesday,False
9065,4OztZrCe7C0,2018-05-30,2018-05-29,164728,13291,137,687,False,False,People & Blogs,DE,11,Tuesday,False
9066,OobjIWcwYTU,2018-05-30,2018-05-29,317620,5064,450,1832,False,False,Entertainment,FR,33,Tuesday,False
9068,l7Sly2yvN1c,2018-05-31,2018-05-29,170816,15491,473,812,False,False,Entertainment,DE,12,Tuesday,False
9069,V4wwKw9rr0c,2018-05-30,2018-05-29,74339,4451,91,217,False,False,Entertainment,DE,5,Tuesday,False
9071,CnFi2WuFjgs,2018-05-30,2018-05-29,36202,123,34,6,False,False,Entertainment,DE,123,Tuesday,False
9072,8KyNpBa31HQ,2018-05-30,2018-05-29,19536,585,32,20,False,False,People & Blogs,MX,3,Tuesday,False
9073,v74l9673xrY,2018-05-30,2018-05-29,136972,0,0,328,False,True,Film & Animation,JP,2,Tuesday,False
9074,dn7c1pKQN1s,2018-05-30,2018-05-29,32211,2427,91,418,False,False,Entertainment,RU,5,Tuesday,False
9076,xirk18P889U,2018-05-31,2018-05-29,914817,3875,207,192,False,False,Music,DE,3,Tuesday,False
9077,ChSI0wMR-kk,2018-05-30,2018-05-29,30376,110,47,38,False,False,People & Blogs,DE,92,Tuesday,False
9078,vRWZsnKpdjw,2018-05-30,2018-05-29,26319,1739,52,267,False,False,Education,DE,2,Tuesday,False
9079,vZ5egnddcAo,2018-05-30,2018-05-29,15408,378,17,39,False,False,Film & Animation,RU,2,Tuesday,False
9080,kpRD1aRajcA,2018-05-30,2018-05-29,173366,1464,135,654,False,False,Sports,CA,6,Tuesday,False
9081,WDiK14qI3pQ,2018-06-06,2018-05-30,7461268,431044,22386,33789,False,False,Comedy,IN,13,Wednesday,False
9082,7pPMg9l6Yik,2018-06-03,2018-05-30,1472075,25184,1688,9894,False,False,Entertainment,CA,20,Wednesday,False
9083,9allKN0Sv9U,2018-05-31,2018-05-30,106845,4733,55,427,False,False,Entertainment,CA,10,Wednesday,False
9084,7Wj_ADpaSVA,2018-06-01,2018-05-30,558183,36355,2270,7791,False,False,Entertainment,RU,30,Wednesday,False
9085,xPkXatwAQEI,2018-05-31,2018-05-30,680397,3351,449,493,False,False,Entertainment,KR,68,Wednesday,False
9086,vfHd8MF0ExU,2018-06-14,2018-05-30,1682086,35074,1416,2086,False,False,Entertainment,US,18,Wednesday,False
9087,KeeeeZJOVYE,2018-06-01,2018-05-30,39902,1658,47,21,False,False,Comedy,FR,15,Wednesday,False
9088,oqEF9pH0jXc,2018-05-31,2018-05-30,38751,1987,54,313,False,False,Music,CA,3,Wednesday,False
9089,_MBDzGNYsFo,2018-06-01,2018-05-30,484924,31400,2038,2585,False,False,Entertainment,IN,3,Wednesday,False
9090,NWVI4OuOpjA,2018-06-01,2018-05-30,228122,9874,686,1687,False,False,Gaming,FR,6,Wednesday,False
9091,TJsNCOEpbMs,2018-05-31,2018-05-30,396782,15581,508,1898,False,False,Sports,CA,13,Wednesday,False
9093,MZbkxznZqs8,2018-06-01,2018-05-30,92048,2793,1609,611,False,False,Entertainment,DE,8,Wednesday,False
9094,aXOKEL-65zU,2018-05-31,2018-05-30,238486,2521,295,471,False,False,Entertainment,FR,20,Wednesday,False
9095,4hbm0XspKIU,2018-05-31,2018-05-30,835811,9760,1262,6027,False,False,News & Politics,CA,10,Wednesday,False
9096,IEs9aQE7i3A,2018-06-01,2018-05-30,44511,1785,52,65,False,False,Entertainment,DE,3,Wednesday,False
9099,55oeNJ9tkFA,2018-05-31,2018-05-30,642048,11048,208,1341,False,False,Entertainment,MX,9,Wednesday,False
9100,tsM6kq-7nmw,2018-06-14,2018-05-30,787517,6420,1940,8124,False,False,Sports,US,13,Wednesday,False
9101,9RpZFL-zg1E,2018-06-02,2018-05-30,910677,10434,732,3111,False,False,Comedy,KR,6,Wednesday,False
9103,EtVOsK15dQU,2018-05-31,2018-05-30,20448,102,14,24,False,False,Entertainment,MX,50,Wednesday,False
9104,UXnc_HBjzPo,2018-06-01,2018-05-30,210384,5952,61,520,False,False,Entertainment,CA,10,Wednesday,False
9105,fgxmCQIehwM,2018-06-01,2018-05-30,539818,18356,400,3210,False,False,Pets & Animals,CA,10,Wednesday,False
9106,a-6_pB-Kh6c,2018-05-31,2018-05-30,644646,26130,640,7318,False,False,Howto & Style,RU,12,Wednesday,False
9107,3bw1yB_rrgY,2018-06-01,2018-05-30,130351,7888,333,612,False,False,Science & Technology,FR,16,Wednesday,False
9109,vUltH53kldI,2018-05-31,2018-05-30,44417,756,14,68,False,False,Entertainment,CA,1,Wednesday,False
9110,YFb_8vQX248,2018-06-02,2018-05-31,168499,3402,145,248,False,False,Comedy,IN,6,Thursday,False
9111,P7M9yPmsEQE,2018-06-02,2018-05-31,1803276,14801,1236,8596,False,False,Entertainment,KR,37,Thursday,False
9112,y_GlbJjZ4n0,2018-06-01,2018-05-31,126043,5904,401,779,False,False,Film & Animation,RU,23,Thursday,False
9113,4LKdSraZA7M,2018-05-31,2018-05-31,274214,3119,160,1295,False,False,News & Politics,DE,17,Thursday,False
9114,Gn-_-U3i1v4,2018-06-01,2018-05-31,41268,1516,22,159,False,False,Pets & Animals,JP,4,Thursday,False
9115,naU8h-HNsy0,2018-06-01,2018-05-31,185761,13035,376,2205,False,False,People & Blogs,DE,16,Thursday,False
9116,Az6AzVdxWXA,2018-06-01,2018-05-31,245459,3324,675,1060,False,False,Entertainment,JP,4,Thursday,False
9118,trC9g-k046o,2018-06-01,2018-05-31,39362,503,72,80,False,False,Gaming,JP,10,Thursday,False
9119,Wp4pBYagvHY,2018-06-03,2018-05-31,300685,10939,479,1098,False,False,Comedy,IN,12,Thursday,False
9120,KpejUMmseCg,2018-06-01,2018-05-31,48151,1678,28,215,False,False,Entertainment,MX,4,Thursday,False
9122,_vzdwaKBxtw,2018-06-02,2018-05-31,1105363,124609,17720,11709,False,False,Music,RU,3,Thursday,False
9124,9VJ3R3rRqk0,2018-05-31,2018-05-31,47596,490,114,245,False,False,Entertainment,JP,10,Thursday,False
9125,e30ZgPwFyCI,2018-06-01,2018-05-31,160405,8793,110,1522,False,False,Education,CA,3,Thursday,False
9126,x5ZeAfz4G3s,2018-06-01,2018-05-31,1744662,169779,1218,7915,False,False,Entertainment,FR,4,Thursday,False
9127,E4vGp7DV2QM,2018-06-01,2018-05-31,617494,11245,715,1684,False,False,Howto & Style,CA,10,Thursday,False
9128,f0FrdAal8ck,2018-06-01,2018-05-31,114145,3375,182,281,False,False,Music,MX,22,Thursday,False
9129,hxyO7CzNCpM,2018-05-31,2018-05-31,26950,611,24,208,False,False,Entertainment,FR,40,Thursday,False
9130,PQfOLfo7pjU,2018-06-01,2018-05-31,130043,16593,21489,2772,False,False,News & Politics,RU,22,Thursday,False
9131,cLbEIK_GhjU,2018-06-01,2018-05-31,16738,980,12,116,False,False,Pets & Animals,JP,15,Thursday,False
9132,fUpT0VrZrGA,2018-06-01,2018-05-31,64082,3509,148,201,False,False,Entertainment,DE,10,Thursday,False
9133,vCWKZkvK6oo,2018-06-01,2018-05-31,24305,146,3,50,False,False,News & Politics,FR,5,Thursday,False
9134,HmuBRWaQZAE,2018-06-01,2018-05-31,166761,1541,185,429,False,False,People & Blogs,DE,54,Thursday,False
9135,wscTLSeKbyU,2018-06-02,2018-05-31,278079,7901,646,130,False,False,Music,RU,3,Thursday,False
9136,xxxMgjWyc2Q,2018-06-01,2018-05-31,64812,277,70,54,False,False,News & Politics,FR,10,Thursday,False
9137,9WUkZxmW12Q,2018-06-02,2018-05-31,171438,10276,272,255,False,False,People & Blogs,MX,12,Thursday,False
9138,jj458LxQVkc,2018-06-01,2018-05-31,61461,2895,75,267,False,False,News & Politics,KR,23,Thursday,False
9139,3mTAEpuhtEI,2018-06-02,2018-05-31,106676,547,65,16,False,False,Film & Animation,RU,5,Thursday,False
9140,EDy1vR0n204,2018-06-05,2018-05-31,1459115,48469,1932,2301,False,False,Entertainment,IN,7,Thursday,False
9142,AN4eKUYpqQc,2018-06-01,2018-05-31,86438,8242,87,334,False,False,Autos & Vehicles,RU,22,Thursday,False
9143,Fz6Q0XiqotQ,2018-06-01,2018-05-31,90190,387,92,45,False,False,Entertainment,IN,22,Thursday,False
9144,FP1-zufDZiw,2018-06-01,2018-05-31,348517,2882,289,189,False,False,People & Blogs,IN,10,Thursday,False
9145,g0je4ji8o1M,2018-06-02,2018-05-31,87347,3221,263,668,False,False,News & Politics,FR,116,Thursday,False
9146,T3MLF4pO1RY,2018-06-02,2018-05-31,983919,9516,558,1474,False,False,Entertainment,DE,20,Thursday,False
9147,DfVTXS-YYSo,2018-06-02,2018-05-31,49989,3104,36,323,False,False,News & Politics,KR,43,Thursday,False
9148,zJOB_3kpb9Q,2018-05-31,2018-05-31,716375,1934,303,224,False,False,Sports,MX,29,Thursday,False
9149,ikJqa-VMgug,2018-05-31,2018-05-31,13962,491,5,18,False,False,Entertainment,FR,3,Thursday,False
9150,GpW7ij6uCrI,2018-05-31,2018-05-31,48623,5236,87,293,False,False,Sports,RU,11,Thursday,False
